TITLE,Taq temp test HEPES 10-28-2020,,
244,-0.00865354,262.402,0.850784
243.9,0.098375,262.438,0.851206
243.8,0.238117,262.492,0.851846
243.7,0.260798,262.53,0.852289
243.6,0.202376,262.563,0.852685
243.5,0.173005,262.595,0.853062
243.4,0.181355,262.652,0.853729
243.3,0.106693,262.701,0.854308
243.2,0.0163201,262.777,0.855212
243.1,-0.150118,262.842,0.855975
243,-0.0970109,262.896,0.856618
242.9,-0.14124,262.911,0.856796
242.8,-0.270462,262.979,0.857597
242.7,-0.246301,263.033,0.858232
242.6,-0.248908,263.096,0.858976
242.5,-0.26396,263.134,0.859418
242.4,-0.237808,263.192,0.860106
242.3,-0.273287,263.246,0.860749
242.2,-0.319313,263.294,0.861317
242.1,-0.329399,263.357,0.862058
242,-0.330288,263.408,0.862651
241.9,-0.300122,263.507,0.863816
241.8,-0.301739,263.564,0.864497
241.7,-0.3809,263.639,0.86538
241.6,-0.340227,263.721,0.866346
241.5,-0.233584,263.779,0.86703
241.4,-0.202202,263.85,0.867863
241.3,-0.168135,263.911,0.868577
241.2,-0.126283,263.974,0.869315
241.1,-0.246248,264.033,0.870014
241,-0.177124,264.107,0.870885
240.9,-0.110048,264.178,0.871714
240.8,-0.08057,264.239,0.872439
240.7,-0.270823,264.312,0.873297
240.6,-0.217731,264.38,0.874093
240.5,-0.15534,264.452,0.874945
240.4,-0.207299,264.525,0.875802
240.3,-0.14742,264.631,0.877042
240.2,-0.153425,264.705,0.877915
240.1,-0.243993,264.792,0.87893
240,-0.155119,264.838,0.879472
239.9,-0.00247252,264.889,0.880065
239.8,-0.0208944,264.988,0.881229
239.7,-0.205629,265.137,0.882974
239.6,-0.194302,265.221,0.883959
239.5,-0.219808,265.303,0.884922
239.4,-0.304641,265.39,0.885941
239.3,-0.378853,265.498,0.887202
239.2,-0.500671,265.613,0.888552
239.1,-0.534234,265.729,0.889909
239,-0.540899,265.803,0.890777
238.9,-0.463177,265.903,0.891946
238.8,-0.532048,266.012,0.893218
238.7,-0.600011,266.147,0.894804
238.6,-0.536861,266.274,0.896287
238.5,-0.660146,266.357,0.897257
238.4,-0.677172,266.471,0.898581
238.3,-0.718363,266.564,0.899665
238.2,-0.835718,266.666,0.900855
238.1,-0.922059,266.737,0.901692
238,-0.895087,266.821,0.902666
237.9,-0.865441,266.901,0.903595
237.8,-1.02311,266.974,0.904445
237.7,-0.917648,267.066,0.90552
237.6,-0.834468,267.159,0.906604
237.5,-0.823995,267.255,0.907719
237.4,-0.908714,267.352,0.90885
237.3,-0.852287,267.465,0.910167
237.2,-0.902117,267.544,0.911088
237.1,-0.905647,267.65,0.912321
237,-0.795425,267.742,0.913392
236.9,-0.898547,267.854,0.914694
236.8,-0.940939,267.972,0.916063
236.7,-1.07505,268.076,0.917275
236.6,-1.08821,268.217,0.918905
236.5,-1.14346,268.29,0.919755
236.4,-1.15899,268.387,0.92088
236.3,-1.21633,268.516,0.922382
236.2,-1.2381,268.639,0.923808
236.1,-1.20993,268.737,0.924941
236,-1.23591,268.852,0.926273
235.9,-1.17987,268.946,0.927363
235.8,-1.25666,269.078,0.928895
235.7,-1.29031,269.205,0.930362
235.6,-1.24074,269.35,0.932037
235.5,-1.26806,269.447,0.933163
235.4,-1.19208,269.554,0.934404
235.3,-1.2676,269.689,0.935962
235.2,-1.26217,269.835,0.937653
235.1,-1.23391,269.954,0.939023
235,-1.20476,270.055,0.940194
234.9,-1.19836,270.172,0.941543
234.8,-1.18105,270.32,0.943246
234.7,-1.30365,270.449,0.944736
234.6,-1.35756,270.589,0.946354
234.5,-1.40481,270.708,0.947726
234.4,-1.49172,270.884,0.949749
234.3,-1.56441,271.037,0.951509
234.2,-1.61179,271.182,0.953181
234.1,-1.43471,271.351,0.955127
234,-1.57907,271.533,0.957217
233.9,-1.60847,271.69,0.959024
233.8,-1.62486,271.805,0.960339
233.7,-1.70931,271.922,0.96168
233.6,-1.68597,272.063,0.963302
233.5,-1.71423,272.138,0.964157
233.4,-1.69614,272.265,0.965613
233.3,-1.7061,272.382,0.966954
233.2,-1.7477,272.514,0.968468
233.1,-1.73831,272.649,0.97002
233,-1.79762,272.802,0.971775
232.9,-1.68606,272.963,0.973612
232.8,-1.66466,273.177,0.976063
232.7,-1.69755,273.312,0.977599
232.6,-1.927,273.535,0.980155
232.5,-1.94501,273.725,0.98232
232.4,-2.05351,273.85,0.983747
232.3,-2.14083,274.079,0.986359
232.2,-2.1871,274.216,0.987927
232.1,-2.24514,274.471,0.990828
232,-2.31738,274.631,0.99265
231.9,-2.26029,274.738,0.993871
231.8,-2.22254,274.864,0.995302
231.7,-2.33295,275.026,0.997143
231.6,-2.40913,275.173,0.998816
231.5,-2.44057,275.291,1.00015
231.4,-2.42286,275.441,1.00186
231.3,-2.53375,275.624,1.00394
231.2,-2.58933,275.701,1.00481
231.1,-2.46659,275.838,1.00637
231,-2.39915,275.922,1.00732
230.9,-2.33275,276.033,1.00858
230.8,-2.32596,276.162,1.01004
230.7,-2.19352,276.29,1.0115
230.6,-2.21163,276.406,1.0128
230.5,-2.35004,276.504,1.01392
230.4,-2.23762,276.581,1.01479
230.3,-2.24691,276.674,1.01584
230.2,-2.43021,276.754,1.01674
230.1,-2.65907,276.868,1.01803
230,-2.77942,276.952,1.01898
229.9,-2.88948,277.055,1.02015
229.8,-2.79035,277.198,1.02177
229.7,-2.83527,277.344,1.02341
229.6,-2.78222,277.529,1.02551
229.5,-2.88143,277.726,1.02772
229.4,-2.81356,277.948,1.03023
229.3,-2.69767,278.19,1.03295
229.2,-2.78053,278.428,1.03563
229.1,-2.7398,278.688,1.03855
229,-2.76538,278.942,1.04141
228.9,-2.82414,279.181,1.04409
228.8,-2.80134,279.41,1.04667
228.7,-2.90167,279.654,1.0494
228.6,-2.90106,279.877,1.0519
228.5,-2.94514,280.155,1.05503
228.4,-2.84327,280.369,1.05742
228.3,-2.96627,280.589,1.05988
228.2,-2.88852,280.889,1.06323
228.1,-2.78329,281.118,1.06579
228,-2.91376,281.352,1.0684
227.9,-2.91239,281.573,1.07086
227.8,-3.03672,281.821,1.07364
227.7,-2.92375,282.039,1.07606
227.6,-2.93212,282.296,1.07892
227.5,-2.93995,282.516,1.08137
227.4,-3.02273,282.67,1.08308
227.3,-3.12397,282.903,1.08567
227.2,-3.24376,283.123,1.08811
227.1,-3.36762,283.294,1.09001
227,-3.4758,283.504,1.09234
226.9,-3.45072,283.696,1.09447
226.8,-3.548,283.891,1.09662
226.7,-3.65476,284.071,1.09862
226.6,-3.60062,284.331,1.1015
226.5,-3.57931,284.511,1.10349
226.4,-3.7257,284.734,1.10596
226.3,-3.71001,284.946,1.1083
226.2,-3.66271,285.186,1.11095
226.1,-3.70713,285.46,1.11397
226,-3.84628,285.735,1.117
225.9,-3.9443,285.981,1.1197
225.8,-4.067,286.208,1.12221
225.7,-4.05075,286.456,1.12493
225.6,-4.0106,286.712,1.12774
225.5,-3.93449,286.967,1.13055
225.4,-3.98695,287.215,1.13326
225.3,-3.85748,287.503,1.13642
225.2,-3.76649,287.761,1.13924
225.1,-3.61133,288.021,1.1421
225,-3.64472,288.258,1.14469
224.9,-3.77588,288.51,1.14744
224.8,-3.85053,288.741,1.14996
224.7,-3.96152,289.016,1.15297
224.6,-3.86909,289.263,1.15566
224.5,-3.95295,289.458,1.15778
224.4,-4.1443,289.702,1.16044
224.3,-4.20595,289.987,1.16354
224.2,-4.2224,290.26,1.16651
224.1,-4.1621,290.527,1.16942
224,-4.13361,290.808,1.17247
223.9,-3.95864,291.09,1.17553
223.8,-4.11533,291.387,1.17875
223.7,-4.27012,291.753,1.18272
223.6,-4.40489,292.098,1.18645
223.5,-4.44206,292.385,1.18955
223.4,-4.4178,292.672,1.19265
223.3,-4.419,293.054,1.19677
223.2,-4.50801,293.338,1.19984
223.1,-4.60057,293.655,1.20325
223,-4.54728,293.942,1.20634
222.9,-4.20815,294.273,1.2099
222.8,-4.23328,294.486,1.21219
222.7,-4.05244,294.802,1.21558
222.6,-4.09546,295.128,1.21908
222.5,-4.06766,295.492,1.22298
222.4,-4.00712,295.763,1.22588
222.3,-3.77155,296.078,1.22926
222.2,-3.81219,296.407,1.23277
222.1,-3.89019,296.724,1.23616
222,-4.06807,297.062,1.23977
221.9,-3.92424,297.417,1.24355
221.8,-3.95249,297.748,1.24707
221.7,-3.98248,298.088,1.25069
221.6,-3.9712,298.392,1.25392
221.5,-4.06131,298.764,1.25787
221.4,-4.03996,299.1,1.26144
221.3,-4.05171,299.475,1.26541
221.2,-4.18262,299.856,1.26944
221.1,-4.31167,300.227,1.27337
221,-4.49783,300.661,1.27795
220.9,-4.599,301.011,1.28164
220.8,-4.57754,301.441,1.28617
220.7,-4.52056,301.846,1.29044
220.6,-4.6013,302.153,1.29368
220.5,-4.60414,302.576,1.29812
220.4,-4.52138,302.978,1.30234
220.3,-4.47807,303.383,1.30659
220.2,-4.33566,303.819,1.31115
220.1,-4.02288,304.259,1.31575
220,-4.15118,304.578,1.31909
219.9,-4.13976,304.992,1.32341
219.8,-4.295,305.382,1.32748
219.7,-4.29085,305.795,1.33178
219.6,-4.41294,306.225,1.33626
219.5,-4.48448,306.54,1.33953
219.4,-4.47179,306.964,1.34393
219.3,-4.40279,307.39,1.34835
219.2,-4.60011,307.8,1.35259
219.1,-4.40659,308.223,1.35697
219,-4.34456,308.679,1.36169
218.9,-4.14184,309.161,1.36666
218.8,-3.98215,309.623,1.37143
218.7,-3.95872,310.091,1.37624
218.6,-4.05022,310.718,1.38269
218.5,-4.10922,311.198,1.38762
218.4,-4.14897,311.701,1.39278
218.3,-4.23356,312.208,1.39796
218.2,-4.24704,312.75,1.40351
218.1,-4.42588,313.413,1.41028
218,-4.43418,314.091,1.41718
217.9,-4.41784,314.651,1.42289
217.8,-4.36999,315.179,1.42824
217.7,-4.30995,315.931,1.43587
217.6,-4.18241,316.522,1.44186
217.5,-4.34012,317.236,1.44907
217.4,-3.99142,317.835,1.45511
217.3,-3.94229,318.594,1.46276
217.2,-4.11277,319.235,1.4692
217.1,-3.84145,319.877,1.47564
217,-3.90198,320.515,1.48204
216.9,-3.85113,320.978,1.48666
216.8,-3.92813,321.615,1.49302
216.7,-3.72377,322.271,1.49957
216.6,-3.80463,322.923,1.50606
216.5,-3.73818,323.591,1.5127
216.4,-3.61339,324.278,1.51952
216.3,-3.62102,324.964,1.52631
216.2,-3.59541,325.669,1.53328
216.1,-3.46376,326.172,1.53825
216,-3.45277,326.902,1.54544
215.9,-3.76253,327.594,1.55225
215.8,-4.01122,328.366,1.55983
215.7,-4.46002,329.122,1.56724
215.6,-4.6266,329.871,1.57456
215.5,-4.68881,330.617,1.58184
215.4,-4.77926,331.173,1.58727
215.3,-4.83543,331.968,1.595
215.2,-4.48407,332.766,1.60276
215.1,-4.45951,333.554,1.61039
215,-4.53628,334.379,1.61836
214.9,-4.67969,335.224,1.62652
214.8,-4.33549,336.084,1.63481
214.7,-4.16212,336.748,1.64119
214.6,-3.95726,337.617,1.64953
214.5,-3.80803,338.521,1.65818
214.4,-4.24764,339.419,1.66676
214.3,-4.08328,340.322,1.67537
214.2,-4.12098,341.259,1.68428
214.1,-3.98794,341.978,1.6911
214,-3.77677,342.895,1.69979
213.9,-4.07678,343.833,1.70865
213.8,-4.14218,344.785,1.71762
213.7,-3.84941,345.746,1.72666
213.6,-4.01403,346.725,1.73585
213.5,-3.87535,347.481,1.74293
213.4,-3.92566,348.504,1.75249
213.3,-3.77377,349.277,1.75969
213.2,-3.7801,350.332,1.76951
213.1,-3.71036,351.383,1.77927
213,-3.13598,352.486,1.78948
212.9,-3.57002,353.615,1.7999
212.8,-3.72149,354.739,1.81025
212.7,-3.74965,356.181,1.82349
212.6,-3.42725,357.327,1.83397
212.5,-3.76025,358.823,1.84762
212.4,-3.54187,360.071,1.85897
212.3,-3.75591,361.326,1.87036
212.2,-3.93168,362.879,1.88439
212.1,-3.69954,364.187,1.89618
212,-3.52505,365.507,1.90803
211.9,-3.27738,366.84,1.91997
211.8,-4.01886,368.213,1.93222
211.7,-3.9429,369.579,1.94438
211.6,-3.7376,370.608,1.95351
211.5,-3.82022,371.979,1.96565
211.4,-3.88962,373.421,1.97837
211.3,-3.85943,374.9,1.99138
211.2,-3.84499,376.353,2.00411
211.1,-3.53303,377.81,2.01684
211,-3.43431,379.302,2.02983
210.9,-3.45738,380.832,2.04311
210.8,-3.68919,382.419,2.05683
210.7,-3.60272,384.018,2.07062
210.6,-3.46779,385.594,2.08415
210.5,-3.48834,387.203,2.09792
210.4,-3.46502,388.843,2.11191
210.3,-3.76642,391.008,2.1303
210.2,-3.88736,392.711,2.1447
210.1,-4.04552,394.449,2.15935
210,-3.45338,396.656,2.17787
209.9,-3.69113,398.919,2.19678
209.8,-3.1127,400.783,2.21227
209.7,-3.59451,403.166,2.23201
209.6,-3.47404,405.081,2.24779
209.5,-3.51259,407.032,2.2638
209.4,-3.65054,408.51,2.27589
209.3,-3.53103,410.516,2.29224
209.2,-3.66543,412.028,2.30453
209.1,-3.69287,414.093,2.32124
209,-3.53431,416.184,2.33809
208.9,-3.7856,417.778,2.35088
208.8,-3.366,419.877,2.36768
208.7,-3.26784,422.011,2.38467
208.6,-3.28559,424.781,2.40662
208.5,-3.43393,427.605,2.42888
208.4,-3.71799,430.503,2.45159
208.3,-4.0296,433.438,2.47446
208.2,-3.80414,436.471,2.49796
208.1,-3.58201,438.964,2.51718
208,-3.66734,441.521,2.53678
207.9,-3.54957,444.068,2.55622
207.8,-3.22734,446.641,2.57576
207.7,-3.14723,448.641,2.59088
207.6,-2.64409,451.971,2.61594
207.5,-2.5033,454.028,2.63134
207.4,-2.8224,456.757,2.65168
207.3,-2.73694,459.54,2.67232
207.2,-2.55612,462.351,2.69305
207.1,-2.41624,465.198,2.71395
207,-2.26127,468.108,2.73519
206.9,-2.31016,471.049,2.75655
206.8,-1.75412,474.792,2.78357
206.7,-1.32651,477.838,2.80543
206.6,-1.41495,481.704,2.833
206.5,-1.14408,484.871,2.85545
206.4,-1.15281,488.112,2.87829
206.3,-0.753491,491.357,2.90104
206.2,-1.03732,494.702,2.92435
206.1,-1.24774,498.095,2.94786
206,-1.6438,501.555,2.9717
205.9,-1.98795,505.062,2.99572
205.8,-2.33535,508.667,3.02026
205.7,-2.36187,513.234,3.05114
205.6,-2.58079,517.899,3.08245
205.5,-2.97398,521.747,3.10809
205.4,-2.97422,525.652,3.13395
205.3,-2.70793,529.617,3.16004
205.2,-2.06206,533.65,3.18641
205.1,-1.40023,537.742,3.21299
205,-1.08496,541.913,3.23991
204.9,-0.768726,546.145,3.26704
204.8,-0.612946,551.578,3.30162
204.7,-0.176442,555.964,3.32932
204.6,0.121482,560.409,3.35721
204.5,-0.271083,564.946,3.38548
204.4,-0.305611,569.537,3.41389
204.3,-0.758637,575.42,3.45001
204.2,-0.395172,581.44,3.48665
204.1,-0.0125852,586.372,3.51643
204,-0.0576535,591.32,3.54609
203.9,-0.34371,596.405,3.57636
203.8,-0.0592301,601.594,3.60701
203.7,0.049398,605.502,3.62995
203.6,-0.103539,610.818,3.66096
203.5,-0.0395593,616.177,3.69198
203.4,-0.767689,621.638,3.72336
203.3,-0.855034,627.207,3.75512
203.2,-0.60548,632.835,3.78698
203.1,-0.402519,637.134,3.81115
203,-0.321458,642.926,3.84349
202.9,-0.285271,648.796,3.87602
202.8,-0.358095,654.83,3.90919
202.7,-0.648719,660.923,3.94243
202.6,-0.211592,668.731,3.98464
202.5,-0.390645,675.063,4.01857
202.4,-0.258492,683.201,4.06177
202.3,-0.622709,689.842,4.0967
202.2,-1.34217,698.3,4.14078
202.1,-1.02471,705.161,4.1762
202,-0.362912,712.156,4.21201
201.9,-0.260063,719.304,4.2483
201.8,-0.477058,726.536,4.28469
201.7,-0.572824,733.883,4.32136
201.6,-0.800105,741.405,4.35857
201.5,-0.655512,749.047,4.39605
201.4,-0.605037,756.859,4.43402
201.3,-0.319783,762.815,4.46275
201.2,-0.448336,770.88,4.50134
201.1,-0.599399,779.104,4.54034
201,-0.333815,789.601,4.58961
200.9,-0.177473,798.204,4.62958
200.8,0.428388,809.034,4.67936
200.7,0.435316,817.838,4.71942
200.6,0.557171,826.707,4.7594
200.5,0.685616,837.898,4.80933
200.4,0.486535,846.991,4.84947
200.3,0.81255,858.411,4.89937
200.2,0.574531,870.048,4.94964
200.1,0.733928,877.053,4.97961
200,0.281061,886.548,5.01993
199.9,0.568891,896.146,5.0603
199.8,1.02509,903.375,5.09046
199.7,0.385099,913.179,5.13104
199.6,0.00555591,923.041,5.17148
199.5,-0.30112,932.932,5.21167
199.4,-0.150414,942.948,5.252
199.3,-0.238654,955.537,5.30216
199.2,-0.375394,968.21,5.35209
199.1,-0.0997595,978.451,5.39202
199,-0.416179,991.311,5.44167
198.9,0.288071,1001.61,5.48103
198.8,0.454608,1014.64,5.53033
198.7,-0.0153697,1024.87,5.56864
198.6,-0.0465859,1034.9,5.60592
198.5,-0.786295,1044.22,5.64026
198.4,0.0657273,1052.51,5.67057
198.3,-0.0640822,1061.1,5.70179
198.2,-0.0797926,1066.62,5.72174
198.1,-0.0378033,1070.88,5.73706
198,0.196562,1073.91,5.74793
197.9,0.334204,1075.89,5.75502
197.8,0.309372,1076.76,5.75814
197.7,1.20277,1077.19,5.75965
197.6,0.589768,1077.31,5.7601
197.5,-0.0160554,1077.43,5.7605
197.4,-0.0955159,1077.55,5.76095
197.3,-0.450456,1077.63,5.76125
197.2,-0.148914,1077.7,5.7615
197.1,-0.564653,1077.77,5.76173
197,-0.54123,1077.84,5.76197
196.9,-0.172452,1077.9,5.7622
196.8,-0.0302969,1077.96,5.76242
196.7,0.0479834,1078.02,5.76263
196.6,0.285925,1078.04,5.76272
196.5,0.379379,1078.1,5.7629
196.4,0.721877,1078.14,5.76306
196.3,0.709924,1078.18,5.7632
196.2,-0.0311099,1078.24,5.7634
196.1,-0.020363,1078.25,5.76344
196,-0.353513,1078.26,5.7635
195.9,-0.928817,1078.29,5.76358
195.8,-0.982316,1078.31,5.76366
195.7,-1.15481,1078.3,5.76364
195.6,-0.971102,1078.34,5.76377
195.5,-0.760829,1078.36,5.76383
195.4,-0.467484,1078.33,5.76375
195.3,0.0625358,1078.34,5.76378
195.2,-0.291714,1078.36,5.76383
195.1,0.296019,1078.37,5.76389
195,0.264761,1078.36,5.76384
194.9,-0.154391,1078.4,5.764
194.8,0.0984939,1078.42,5.76405
194.7,-0.402374,1078.47,5.76424
194.6,-0.494365,1078.51,5.76439
194.5,-0.617161,1078.54,5.7645
194.4,-0.528547,1078.58,5.76461
194.3,-0.533838,1078.56,5.76455
194.2,-0.70153,1078.6,5.76469
194.1,-0.478521,1078.57,5.76459
194,-0.513957,1078.59,5.76465
193.9,-0.242312,1078.6,5.7647
193.8,-0.349537,1078.62,5.76476
193.7,-0.780337,1078.61,5.76472
193.6,-0.841543,1078.62,5.76477
193.5,-1.06969,1078.62,5.76477
193.4,-1.56076,1078.63,5.76479
193.3,-1.44886,1078.64,5.76486
193.2,-1.22926,1078.62,5.76479
193.1,-1.86086,1078.63,5.7648
193,-0.881578,1078.65,5.76489
192.9,-1.00376,1078.68,5.765
192.8,-1.2026,1078.67,5.76496
192.7,-0.466579,1078.71,5.76507
192.6,-0.641517,1078.7,5.76506
192.5,-0.846998,1078.69,5.76502
192.4,-0.82923,1078.7,5.76505
192.3,-0.885808,1078.68,5.765
192.2,-0.670495,1078.68,5.76498
192.1,-0.584851,1078.67,5.76497
192,-0.569777,1078.67,5.76494
191.9,-0.661352,1078.66,5.76492
191.8,-0.692724,1078.69,5.765
191.7,-0.703445,1078.69,5.76502
191.6,-0.618955,1078.7,5.76505
191.5,-0.584744,1078.69,5.76503
191.4,-0.361209,1078.7,5.76506
191.3,-1.03362,1078.72,5.76513
191.2,-0.864358,1078.72,5.76513
191.1,-0.829605,1078.72,5.76512
191,-0.471819,1078.75,5.76524
190.9,-0.890884,1078.77,5.7653
190.8,-1.22031,1078.77,5.76529
190.7,-0.767661,1078.78,5.76534
190.6,-0.117648,1078.76,5.76526
190.5,-0.23919,1078.75,5.76524
190.4,-0.147058,1078.78,5.76535
190.3,-0.975226,1078.74,5.76518
190.2,-0.826766,1078.75,5.76523
190.1,-0.111086,1078.76,5.76525
190,-0.845601,1078.78,5.76534
,,,
##### Extended Information,,,
[Comments],,,
Sample name,Taq temp test HEPES 10-28-2020,,
Comment,,,
User,,,
Division,,,
Company,Saint Mary's College,,
,,,
[Detailed Information],,,
Creation date,10/28/2020 19:38,,
,,,
Data array type,Linear data array * 3,,
Horizontal axis,Wavelength [nm],,
Vertical axis(1),CD [mdeg],,
Vertical axis(2),HT [V],,
Vertical axis(3),Abs,,
Start,300 nm,,
End,190 nm,,
Data interval,0.1 nm,,
Data points,1101,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
  Lock-in amp.,X mode,,
  HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
  Control sensor,Holder,,
  Monitor sensor,Holder,,
  Start Mode,Keep target temperature +/-0.10 deg C while 5 seconds,,
,,,
Measurement date,10/28/2020 19:02,,
,,,
Photometric mode,CD, HT, Abs
Measure range,300 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,1 sec,,
Bandwidth,1.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,50 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
Accumulations,1,,
,,,
Start temperature,20 C,,
End temperature,40 C,,
Ramp rate,1 C/min,,
Temp. ramp mode,Halt,,
