TITLE,C2_JH_CW,,
254,-4602.43083,209.794,0.169818
253.9,-180.7654809,210.155,0.17494
253.8,-1071.131752,210.769,0.183653
253.7,-3471.870883,210.938,0.186044
253.6,-5166.454545,210.736,0.183187
253.5,-5640.520422,211.255,0.190534
253.4,517.1565217,211.131,0.188787
253.3,-499.7167325,210.837,0.184616
253.2,-3287.293808,211.215,0.189974
253.1,-862.7194993,211.119,0.188611
253,2428.68643,210.755,0.18346
252.9,5359.596838,211.487,0.193818
252.8,-2346.105402,210.458,0.179251
252.7,2574.371542,210.075,0.173813
252.6,1918.848485,210.284,0.176775
252.5,-3008.805007,211.063,0.187825
252.4,-3071.674572,211.078,0.188034
252.3,-3629.27668,211.901,0.199658
252.2,2604.084321,211.59,0.195275
252.1,2670.493676,211.351,0.191896
252,-570.7366271,210.99,0.186782
251.9,-1804.544664,210.977,0.186606
251.8,457.0790514,211.498,0.193978
251.7,-6198.478261,211.769,0.197803
251.6,-1130.674308,211.214,0.189958
251.5,595.7581028,210.941,0.186093
251.4,-2018.056653,211.736,0.197339
251.3,-2251.256917,211.684,0.196603
251.2,-5000.667984,211.266,0.190695
251.1,-274.2002635,211.663,0.196299
251,-5678.498024,211.793,0.198139
250.9,1282.75112,211.886,0.19945
250.8,1384.088538,210.909,0.185643
250.7,4690.338603,211.407,0.192681
250.6,-6873.898551,212.013,0.20124
250.5,-5125.246377,211.808,0.198347
250.4,-1279.44664,212.221,0.204179
250.3,261.9855072,211.094,0.188258
250.2,-2455.15942,212.186,0.203684
250.1,-3129.256917,210.975,0.186574
250,5563.051383,212.112,0.202646
249.9,-4678.186957,212.211,0.204035
249.8,-5203.570092,212.354,0.206046
249.7,-4908.181489,211.936,0.200153
249.6,-3640.947299,211.297,0.191127
249.5,840.2779974,213.037,0.215656
249.4,-772.3372859,212.434,0.207179
249.3,-2099.424242,211.898,0.199626
249.2,2975.789855,212.92,0.214016
249.1,-3783.226614,212.867,0.213268
249,-3723.374177,213.359,0.220173
248.9,183.4996047,212.25,0.204578
248.8,-3166.493412,211.914,0.199849
248.7,2966.960474,212.545,0.208742
248.6,-5489.024111,212.238,0.204418
248.5,-1655.240711,212.27,0.204865
248.4,-1195.594598,212.438,0.207227
248.3,-5654.538867,212.275,0.204929
248.2,-2897.578393,212.492,0.207992
248.1,1569.28722,212.006,0.201144
248,-3372.736495,212.332,0.205743
247.9,-5921.754941,212.288,0.20512
247.8,102.2661397,212.792,0.212216
247.7,-6197.046113,212.326,0.205647
247.6,-2925.97747,212.642,0.210097
247.5,-5955.050066,212.459,0.20753
247.4,-2746.108037,212.786,0.212121
247.3,-8226.042161,213.161,0.21739
247.2,-2230.38195,212.464,0.207594
247.1,-9359.703557,213.378,0.220443
247,-3683.077734,213.171,0.217533
246.9,-6170.440053,213.632,0.224002
246.8,-9163.299078,213.202,0.217979
246.7,-559.3754941,213.096,0.216483
246.6,-6652.732543,213.41,0.220888
246.5,-4138.764163,212.832,0.212774
246.4,-9881.265876,213.336,0.219855
246.3,-6700.86693,213.496,0.222096
246.2,-7627.084321,213.724,0.225288
246.1,-10704.19236,213.248,0.218615
246,-8750.703557,214.133,0.231013
245.9,-5481.540184,213.865,0.227271
245.8,-5951.797101,214.164,0.231457
245.7,-9480.386034,213.525,0.222509
245.6,-4898.728195,214.317,0.233596
245.5,-6184.83531,214.212,0.232122
245.4,-8112.395257,213.613,0.223732
245.3,-10119.89855,214.018,0.229412
245.2,-5760.693017,212.986,0.21494
245.1,-5714.6722,213.286,0.219155
245,-9026.645586,214.394,0.234672
244.9,-8206.245059,214.254,0.232708
244.8,-19742.49802,214.421,0.235036
244.7,-8815.745718,214.749,0.239624
244.6,-15893.9025,214.002,0.22919
244.5,-5925.568379,214.409,0.234878
244.4,-7844.060474,213.703,0.225002
244.3,-8277.378129,214.33,0.23377
244.2,-11572.74045,214.6,0.237537
244.1,-13743.25033,215.385,0.248483
244,-16329.52174,214.913,0.241916
243.9,-12613.43347,214.726,0.239308
243.8,-11417.58327,214.731,0.239372
243.7,-13052.72596,214.976,0.242785
243.6,-18587.32938,215.42,0.248972
243.5,-15353.44532,214.821,0.24062
243.4,-17412.64295,215.284,0.247079
243.3,-13956.99236,215.529,0.250486
243.2,-18517.09486,214.804,0.240383
243.1,-11596.9826,215.592,0.251369
243,-18132.91963,215.08,0.244238
242.9,-18378.87088,215.957,0.25644
242.8,-15026.73386,215.29,0.247158
242.7,-22611.5942,216.181,0.259555
242.6,-17465.85244,215.335,0.247789
242.5,-17151.22925,216.754,0.267487
242.4,-19660.47299,215.182,0.245659
242.3,-23547.0224,215.794,0.254173
242.2,-23482.01581,217.227,0.274039
242.1,-19083.58103,216.407,0.262682
242,-20156.15375,216.522,0.264284
241.9,-20871.10277,216.688,0.266576
241.8,-25083.2029,216.243,0.260403
241.7,-23578.24769,217.078,0.271971
241.6,-21923.9473,216.286,0.261001
241.5,-15957.43478,216.284,0.260985
241.4,-23130.16469,216.045,0.257667
241.3,-24593.70224,217.384,0.2762
241.2,-25248.06719,216.632,0.265807
241.1,-20458.14229,217.52,0.278078
241,-22526.27141,217.393,0.276325
240.9,-30995.85244,217.517,0.278046
240.8,-20704.76548,218.207,0.287561
240.7,-22193.04387,217.272,0.274665
240.6,-29944.07378,217.804,0.282002
240.5,-25203.76021,217.578,0.278891
240.4,-34735.85112,218.137,0.286594
240.3,-27524.02022,217.766,0.281486
240.2,-27000.11462,217.78,0.281674
240.1,-31841.20817,217.897,0.283283
240,-37230.0751,218.819,0.295978
239.9,-35717.00791,218.557,0.29238
239.8,-35329.16601,218.929,0.297488
239.7,-37506.75231,218.589,0.292816
239.6,-36123.05402,218.878,0.296788
239.5,-41178.01054,219.437,0.304453
239.4,-35525.68511,218.774,0.295355
239.3,-41784.55731,219.272,0.3022
239.2,-34707.46509,219.227,0.301578
239.1,-42755.52042,219.462,0.304794
239,-47779.63109,219.411,0.304096
238.9,-48199.39394,220.136,0.314023
238.8,-49883.10935,219.761,0.308892
238.7,-44809.55599,220.388,0.317476
238.6,-44227.5942,220.616,0.320585
238.5,-44136.58366,219.873,0.310427
238.4,-48449.67194,221.194,0.328463
238.3,-50271.09618,220.938,0.324975
238.2,-51022.26219,221.27,0.329497
238.1,-48548.43083,220.931,0.324882
238,-47164.0552,222.299,0.343477
237.9,-46318.17391,222.216,0.342355
237.8,-55465.60079,221.481,0.332365
237.7,-51512.64954,221.824,0.337033
237.6,-51202.06126,221.889,0.33791
237.5,-54675.083,221.921,0.338356
237.4,-63999.48617,221.885,0.337864
237.3,-66827.78788,222.33,0.343907
237.2,-54248.62978,223.351,0.357725
237.1,-64870.86693,222.249,0.342801
237,-63917.13175,223.009,0.353099
236.9,-62366.43478,223.879,0.364851
236.8,-65270.26482,223.675,0.3621
236.7,-68282.53096,223.444,0.35898
236.6,-64612.35705,223.291,0.356914
236.5,-66611.06324,223.678,0.362131
236.4,-69780.57181,223.434,0.358842
236.3,-66356.92227,223.414,0.358567
236.2,-75690.2108,224.396,0.371811
236.1,-69515.26746,224.662,0.375393
236,-74585.59289,224.462,0.372695
235.9,-71821.70672,224.394,0.37178
235.8,-79029.69829,225.334,0.384415
235.7,-78072.13136,225.16,0.382074
235.6,-83114.29249,225.383,0.385068
235.5,-81683.66864,225.917,0.392217
235.4,-80205.97062,225.429,0.385691
235.3,-82592.54809,225.902,0.39202
235.2,-90099.77602,226.084,0.394461
235.1,-85999.20817,225.448,0.385934
235,-82887.52437,226.888,0.405189
234.9,-89668.38867,226.25,0.396672
234.8,-93104.94862,227.849,0.41798
234.7,-90051.46245,227.096,0.407968
234.6,-95061.9552,227.151,0.408693
234.5,-92529.45586,228.397,0.425261
234.4,-90898.6917,227.385,0.411816
234.3,-97887.51779,228.134,0.421773
234.2,-99337.6469,228.288,0.423818
234.1,-99606.07628,228.406,0.425381
234,-103468.1924,228.799,0.430592
233.9,-105256.4822,228.349,0.424629
233.8,-110758.4598,229.011,0.433397
233.7,-107785.4242,229.462,0.43936
233.6,-112941.3043,229.592,0.441081
233.5,-115413.3729,229.391,0.438416
233.4,-109954.6385,229.641,0.441724
233.3,-109144.942,230.663,0.455193
233.2,-116520.5494,230.765,0.456535
233.1,-114274.1673,230.413,0.451898
233,-125119.3544,231.06,0.460407
232.9,-118768.6622,230.816,0.457205
232.8,-129626.917,230.62,0.454627
232.7,-117859.8841,230.868,0.45789
232.6,-128136.1779,231.776,0.469802
232.5,-125916.5231,231.67,0.468421
232.4,-124427.3373,232.205,0.475424
232.3,-131050.2553,232.811,0.483346
232.2,-136779.6047,233.278,0.489435
232.1,-134522.4071,232.976,0.48549
232,-134384.6192,232.732,0.482311
231.9,-136382.9921,233.258,0.48917
231.8,-141650.8656,233.656,0.49435
231.7,-139336.8129,233.964,0.498359
231.6,-138904.9423,234.722,0.508201
231.5,-152651.473,234.384,0.50382
231.4,-148034.8445,234.346,0.50332
231.3,-151596.5217,235.432,0.517402
231.2,-148009.668,234.557,0.50607
231.1,-147155.4598,234.807,0.509303
231,-149661.7457,235.373,0.51664
230.9,-147577.8788,235.945,0.524035
230.8,-145887.1133,235.816,0.522367
230.7,-149219.415,235.927,0.523801
230.6,-156742.3347,235.976,0.52443
230.5,-161801.2688,236.592,0.532379
230.4,-160721.5481,235.66,0.520346
230.3,-167389.1765,236.538,0.531678
230.2,-160564.9578,236.654,0.533167
230.1,-165447.6153,237.251,0.54085
230,-169623.913,236.127,0.526375
229.9,-167334.3215,237.655,0.546045
229.8,-177076.0079,236.59,0.53235
229.7,-167069.361,237.522,0.544328
229.6,-178137.2978,237.838,0.548385
229.5,-179254.2242,237.409,0.542888
229.4,-183774.7563,238.521,0.557138
229.3,-176600.7721,239.103,0.564583
229.2,-182492.8458,237.937,0.549664
229.1,-181496.2306,239.408,0.568473
229,-187067.6627,239.588,0.570771
228.9,-187734.7563,240.409,0.581214
228.8,-186020.747,239.234,0.566247
228.7,-189505.141,240.077,0.576991
228.6,-190959.7062,240.13,0.577669
228.5,-188695.3992,241.231,0.591657
228.4,-197266.9605,241.06,0.589488
228.3,-199660.5613,241.435,0.594242
228.2,-194271.1121,241.181,0.591025
228.1,-201276.1383,242.25,0.604548
228,-199588.9987,242.813,0.611655
227.9,-204418.7589,242.682,0.609997
227.8,-200947.8393,243.08,0.615025
227.7,-205259.4387,243.072,0.614925
227.6,-205383.1536,243.119,0.61551
227.5,-208416.8788,243.657,0.622283
227.4,-205328.4216,243.809,0.624191
227.3,-213337.3136,243.97,0.626213
227.2,-212385.5257,245.05,0.639749
227.1,-211126.5054,244.525,0.633179
227,-222254.4796,245.829,0.649491
226.9,-208604.4308,245.414,0.644312
226.8,-214134.6021,245.217,0.641847
226.7,-221085.0343,245.555,0.646068
226.6,-222357.5125,245.624,0.646931
226.5,-217472.5547,245.624,0.646931
226.4,-218329.1146,245.928,0.650721
226.3,-222191.627,246.606,0.65918
226.2,-216797.932,245.961,0.651131
226.1,-225246.6271,247.84,0.674507
226,-229010.1581,247.472,0.66994
225.9,-218821.9763,247.745,0.673327
225.8,-229058.8142,247.242,0.667084
225.7,-229685.6337,247.839,0.674493
225.6,-228183.4914,247.768,0.673608
225.5,-233318.1331,248.135,0.678158
225.4,-229674.8011,248.513,0.682842
225.3,-223371.9051,248.238,0.679434
225.2,-234617.3426,248.492,0.682575
225.1,-228735.029,249.585,0.696076
225,-237445.22,249.147,0.690667
224.9,-238529.1436,249.484,0.694833
224.8,-237987.946,249.92,0.700193
224.7,-245513.6364,250.31,0.705002
224.6,-238223.7971,250.783,0.710807
224.5,-239837.8182,250.111,0.70255
224.4,-242569.9908,251.158,0.715408
224.3,-242049.9887,250.763,0.710557
224.2,-236765.2912,251.795,0.723208
224.1,-238561.0092,250.927,0.712573
224,-252191.3136,252.788,0.735346
223.9,-247788.6166,252.606,0.73312
223.8,-242700.9157,252.341,0.729884
223.7,-242611.6996,252.877,0.736424
223.6,-248397.6609,252.775,0.73518
223.5,-251391.6206,253.297,0.741545
223.4,-246029.4361,254.241,0.753019
223.3,-252139.7141,254.092,0.751203
223.2,-248499.747,253.578,0.744965
223.1,-251505.336,253.489,0.743876
223,-251224.9829,253.876,0.748587
222.9,-255773.3729,255.047,0.762784
222.8,-251873.834,254.894,0.760932
222.7,-249151.805,255.143,0.76395
222.6,-250473.6864,256.469,0.779959
222.5,-243635.9987,256.043,0.774821
222.4,-252927.1542,255.746,0.771237
222.3,-244104.2872,256.332,0.778306
222.2,-252803.6047,257.192,0.788659
222.1,-257983.6364,257.226,0.789068
222,-257710.4875,257.006,0.786425
221.9,-246965.1252,256.979,0.786098
221.8,-249714.5072,257.265,0.789544
221.7,-255616.3505,259.275,0.813626
221.6,-245085.0307,258.293,0.801876
221.5,-251214.5586,258.391,0.803057
221.4,-245067.976,258.679,0.806502
221.3,-244520.9879,259.179,0.812476
221.2,-257881.2648,259.334,0.81433
221.1,-254005.614,259.624,0.817791
221,-255874.5206,260.127,0.823787
220.9,-254205.4677,259.645,0.818034
220.8,-247542.5165,261.062,0.834903
220.7,-248684.4427,260.872,0.832642
220.6,-260216.2714,260.846,0.832333
220.5,-250165.3162,261.774,0.843343
220.4,-245283.1028,261.236,0.836961
220.3,-255261.9921,261.743,0.842981
220.2,-249026.5744,262.552,0.852554
220.1,-250029.1528,262.261,0.849111
220,-252860.0329,262.779,0.855231
219.9,-249826.5995,263.004,0.857893
219.8,-253637.7997,263.493,0.863652
219.7,-246599.357,263.859,0.867961
219.6,-246723.3162,264.05,0.870214
219.5,-251560.7793,264.231,0.872346
219.4,-251617.229,264.728,0.878176
219.3,-244046.4265,264.442,0.874823
219.2,-250799.5586,264.46,0.875036
219.1,-248584.0988,265.115,0.882721
219,-241043.6271,265.686,0.88941
218.9,-257298.6509,266.607,0.900175
218.8,-251238.5362,265.379,0.885815
218.7,-247868.0725,265.616,0.888588
218.6,-263839.552,266.397,0.897715
218.5,-255265.942,266.962,0.904311
218.4,-249572.0053,267.814,0.914229
218.3,-256261.7128,267.797,0.914031
218.2,-243425.2964,267.748,0.913465
218.1,-244868.3926,268.573,0.923044
218,-254192.029,267.585,0.911567
217.9,-242102.2978,268.994,0.927916
217.8,-244876.0501,269.235,0.93071
217.7,-243411.1726,268.986,0.927824
217.6,-245716.1001,270.306,0.943083
217.5,-254506.7563,269.871,0.93806
217.4,-243344.7721,270.455,0.944808
217.3,-254253.6627,271.049,0.951648
217.2,-248067.439,270.827,0.949091
217.1,-258263.9394,271.165,0.952978
217,-248500.7233,271.211,0.953512
216.9,-246859.547,272.155,0.964355
216.8,-249733.7286,271.798,0.960258
216.7,-241899.5758,272.528,0.968628
216.6,-243607.4967,273.362,0.978171
216.5,-240150.4967,273.062,0.974751
216.4,-262108.8933,273.21,0.976436
216.3,-255924.8155,273.509,0.979855
216.2,-242487.3979,273.977,0.985196
216.1,-239788.1318,274.302,0.988904
216,-244799.1304,275.006,0.996915
215.9,-248913.4111,274.484,0.990983
215.8,-254272.0764,275.077,0.997726
215.7,-257667.1107,275.451,1.00197
215.6,-252446.6812,276.493,1.01379
215.5,-243218.0501,275.761,1.0055
215.4,-248461.0277,276.678,1.01589
215.3,-251919.4466,277.092,1.02056
215.2,-254001.8867,277.786,1.0284
215.1,-251582.5955,278.097,1.0319
215,-249507.2727,278.462,1.03601
214.9,-240556.8511,278.357,1.03484
214.8,-243192.3768,278.074,1.03165
214.7,-244488.7299,279.404,1.04661
214.6,-253556.8906,279.794,1.05098
214.5,-242988.9855,280.236,1.05593
214.4,-247148.6443,280.24,1.05598
214.3,-255856.7457,280.5,1.05888
214.2,-244088.5784,280.271,1.05632
214.1,-251702.4374,281,1.06447
214,-243732.4743,281.107,1.06567
213.9,-247049.8419,281.139,1.06602
213.8,-255281.0619,281.325,1.0681
213.7,-240988.4848,282.026,1.07592
213.6,-248802.2003,282.575,1.08202
213.5,-257316.9038,283.56,1.09296
213.4,-248860.0224,283.291,1.08997
213.3,-248329.0777,282.735,1.08381
213.2,-257306.8063,284.742,1.10604
213.1,-264336.0026,284.76,1.10624
213,-245520.2754,285.068,1.10965
212.9,-254078.5771,285.542,1.11487
212.8,-261408.029,286.025,1.12019
212.7,-244124.415,286.492,1.12532
212.6,-252816.6087,286.607,1.12659
212.5,-247262.6126,287.007,1.13098
212.4,-258903.7787,289.106,1.15394
212.3,-251067.0565,287.694,1.13851
212.2,-250167.3808,287.926,1.14106
212.1,-252777.1621,289.374,1.15687
212,-255316.9038,289.937,1.16301
211.9,-246617.6021,290.174,1.16558
211.8,-250431.2477,290.847,1.17289
211.7,-264589.3676,291.653,1.18163
211.6,-248646.4572,292.143,1.18694
211.5,-261706.8722,292.197,1.18751
211.4,-257254.6377,292.396,1.18967
211.3,-269289.224,293.239,1.19877
211.2,-252012.3478,292.595,1.19182
211.1,-243846.9447,294.791,1.21547
211,-258466.7418,295.092,1.21869
210.9,-245496.6585,294.715,1.21465
210.8,-268328.7747,296.149,1.23001
210.7,-255082.6219,296.319,1.23183
210.6,-257059.4993,296.908,1.23812
210.5,-254136.7681,297.299,1.24229
210.4,-276542.6772,297.84,1.24805
210.3,-263152.5942,298.712,1.25732
210.2,-272210.863,298.697,1.25716
210.1,-258390.8169,298.944,1.25978
210,-274211.9552,300.485,1.27609
209.9,-259616.7589,300.971,1.28123
209.8,-258626.1133,301.777,1.28971
209.7,-256892.8063,301.236,1.28402
209.6,-273138.5178,302.893,1.30144
209.5,-274421.8841,303.704,1.30995
209.4,-266882.0603,304.445,1.3177
209.3,-277971.7128,304.609,1.31941
209.2,-261454.2688,305.757,1.33138
209.1,-265658.8482,307.066,1.34499
209,-263398.2609,306.515,1.33927
208.9,-258882.1739,307.641,1.35095
208.8,-260915.639,308.504,1.35987
208.7,-271237.1673,308.808,1.36302
208.6,-269642.361,309.655,1.37175
208.5,-257493.1357,310.277,1.37816
208.4,-258727.1146,310.397,1.37939
208.3,-258142.6838,311.794,1.39373
208.2,-254004.0843,311.952,1.39534
208.1,-259780.8314,313.796,1.41418
208,-269662.4901,313.849,1.41472
207.9,-255554.278,316.407,1.44069
207.8,-259561.2279,316.741,1.44407
207.7,-272495.4545,316.219,1.43878
207.6,-241238.9644,318.302,1.45982
207.5,-245789.7233,319.49,1.47176
207.4,-265774.9275,320.188,1.47876
207.3,-246961.6311,320.209,1.47897
207.2,-247917.6943,321.196,1.48885
207.1,-240396.8918,321.758,1.49446
207,-239754.697,323.125,1.50807
206.9,-243188.5823,325.451,1.53113
206.8,-250147.4572,326.075,1.53729
206.7,-226410.8097,326.214,1.53866
206.6,-228519.4335,326.651,1.54297
206.5,-220945.3491,327.507,1.5514
206.4,-216113.8472,328.858,1.56465
206.3,-227130.1196,329.479,1.57073
206.2,-223078.9236,331.802,1.59339
206.1,-199055.7563,331.811,1.59347
206,-216677.8909,332.499,1.60016
205.9,-207244.7404,334.176,1.6164
205.8,-206445.4625,334.784,1.62228
205.7,-204822.3017,336.005,1.63405
205.6,-203331.2912,337.627,1.64962
205.5,-201640.1423,338.038,1.65356
205.4,-208933.5336,339.586,1.66835
205.3,-194534.0448,340.735,1.67929
205.2,-184018.195,342.037,1.69166
205.1,-187152.2556,343.762,1.70798
205,-188326.8643,344.73,1.71711
204.9,-171129.3412,345.625,1.72553
204.8,-163815.7563,347.154,1.73987
204.7,-164058.7668,348.729,1.75459
204.6,-159081.8182,349.552,1.76226
204.5,-127403.1726,350.437,1.77049
204.4,-160261.0672,352.389,1.78858
204.3,-144287.5138,354.044,1.80385
204.2,-155943.5112,354.237,1.80563
204.1,-142141.9644,355.697,1.81905
204,-131939.9209,357.7,1.83739
203.9,-157525.6522,359.615,1.85483
203.8,-133680.8472,361.596,1.8728
203.7,-120291.7642,363.426,1.88932
203.6,-99624.50198,364.32,1.89737
203.5,-114204.5903,365.284,1.90603
203.4,-78550.16996,367.069,1.92201
203.3,-112095.2569,368.685,1.93643
203.2,-91122.17918,369.256,1.94151
203.1,-113731.2095,371.017,1.95714
203,-78680.11594,372.082,1.96656
202.9,-64557.63109,374.471,1.9876
202.8,-85047.36495,375.862,1.99981
202.7,-61795.65217,376.753,2.0076
202.6,-61941.49802,378.907,2.02639
202.5,-54879.36759,379.932,2.0353
202.4,-23739.85336,381.275,2.04694
202.3,-45877.66798,384.031,2.07072
202.2,-39543.66667,386.148,2.0889
202.1,-44104.00791,387.741,2.10252
202,-11164.54743,390.132,2.12287
201.9,-46458.76153,391.087,2.13097
201.8,-7495.681159,394.033,2.15585
201.7,-21449.88406,396.072,2.17298
201.6,-20106.95652,397.003,2.18078
201.5,1963.530962,399.397,2.20076
201.4,-5357.845718,401.796,2.22067
201.3,-6376.653491,402.762,2.22867
201.2,11976.58762,404.648,2.24423
201.1,9868.540184,406.873,2.26251
201,-6357,409.144,2.28107
200.9,18260.63241,410.271,2.29026
200.8,33763.80369,412.239,2.30624
200.7,45529.99605,414.169,2.32185
200.6,45366.05007,417.014,2.34476
200.5,33951.84453,418.789,2.35898
200.4,66172.92227,421.925,2.38398
200.3,83057.05138,423.898,2.39963
200.2,65783.28327,425.221,2.4101
200.1,37368.60343,428.013,2.43208
200,97543.43478,430.685,2.45301
199.9,65337.99736,432.763,2.46921
199.8,93374.85507,435.276,2.48872
199.7,84463.2253,436.728,2.49995
199.6,82529.26219,439.568,2.52181
199.5,45298.07642,440.879,2.53187
199.4,104414.7576,443.36,2.55083
199.3,95962.02319,445.004,2.56334
199.2,102080.0593,446.668,2.57596
199.1,123427.6943,449.388,2.59652
199,106100.0817,451.569,2.61293
198.9,110419.2016,453.516,2.62751
198.8,127636.0738,456.657,2.65093
198.7,112765.9038,459.41,2.67135
198.6,117205.2833,462.544,2.69447
198.5,101413.4914,464.549,2.70919
198.4,91357.40184,467.259,2.72901
198.3,95019.38076,469.893,2.74817
198.2,115419.7668,472.432,2.76656
198.1,138462.8854,474.559,2.7819
198,148555.2187,477.087,2.80005
197.9,128079.1871,479.767,2.81921
197.8,134987.2464,481.79,2.83362
197.7,101216.8366,484.162,2.85044
197.6,134633.0158,487.338,2.87285
197.5,140469.6957,489.579,2.88859
197.4,154275.448,492.34,2.90791
197.3,140060.2075,494.784,2.92492
197.2,103988.5639,496.671,2.93801
197.1,137395.3505,498.491,2.9506
197,157926.614,502.879,2.98078
196.9,138231.7542,504.256,2.99021
196.8,127650.2213,508.586,3.01971
196.7,129313.6003,510.797,3.03469
196.6,128767.9051,513.576,3.05345
196.5,149533.307,516.619,3.07388
196.4,127525.2174,519.159,3.09086
196.3,135582.3847,522.006,3.10981
196.2,125896.9113,524.827,3.1285
196.1,132775.8366,528.757,3.1544
196,148019.0277,530.86,3.16819
195.9,128561.9738,533.728,3.18692
195.8,125965.7312,536.009,3.20175
195.7,119789.5797,538.973,3.22095
195.6,90674.77339,541.252,3.23565
195.5,135639.83,543.506,3.25015
195.4,98276.96443,546.237,3.26763
195.3,113400.7642,548.815,3.28407
195.2,93375.96574,551.387,3.30041
195.1,98180.81818,552.725,3.30888
195,107874.4005,554.996,3.32322
194.9,139203.5178,558.124,3.34289
194.8,110401.0298,560.319,3.35664
194.7,117465.2964,562.348,3.36931
194.6,103781.6337,563.534,3.3767
194.5,131966.1397,566.322,3.39401
194.4,118612.9776,568.717,3.40883
194.3,114262.332,571.356,3.42509
194.2,82068.67457,573.756,3.43982
194.1,95465.14361,576.91,3.45911
194,135954.137,579.7,3.47609
193.9,111717.8735,582.178,3.49112
193.8,94489.81028,584.486,3.50506
193.7,120219.9209,587.616,3.5239
193.6,107316.3347,590.037,3.53842
193.5,85313.10935,592.506,3.55317
193.4,79897.65217,594.311,3.56392
193.3,111683.527,595.889,3.57329
193.2,115658.0955,598.263,3.58736
193.1,59389.67918,599.593,3.59522
193,105680.3373,601.424,3.60601
192.9,106834.4005,605.299,3.62877
192.8,166908.5679,606.847,3.63782
192.7,136142.2503,608.458,3.64722
192.6,92511.59816,612.418,3.67025
192.5,91522.21489,614.448,3.682
192.4,87122.72727,617.491,3.69956
192.3,96578.72332,619.255,3.7097
192.2,61841.21212,622.017,3.72553
192.1,72929.64427,623.916,3.73638
192,62734.34598,625.868,3.74751
191.9,70583.24111,627.674,3.75778
191.8,64688.07642,630.652,3.77465
191.7,67526.50198,632.973,3.78776
191.6,72328.883,634.99,3.79911
191.5,79420.09223,636.741,3.80894
191.4,104362.5257,639.925,3.82676
191.3,104210.3742,641.943,3.83802
191.2,83241.96311,645.14,3.85579
191.1,81454.26087,648.628,3.87509
191,42800.89592,651.394,3.89033
190.9,53732.19763,654.763,3.90883
190.8,77525.91568,657.669,3.92471
190.7,113051.8445,661.327,3.94463
190.6,77580.00527,664.235,3.96038
190.5,102742.5296,666.846,3.97449
190.4,77092.49802,669.098,3.98661
190.3,75184.16337,671.804,4.00114
190.2,41984.81818,675.231,4.01946
190.1,76787.66271,677.851,4.03342
190,75349.98682,679.038,4.03973
,,,
##### Extended Information,,,
[Comments],,,
Sample name,C2_JH_CW,,
Comment,,,
User,ScharfMinor,,
Division,,,
Company,Saint Mary's College,,
,,,
[Detailed Information],,,
Creation date,9/27/22 15:36,,
,,,
Data array type,Linear data array * 3,,
Horizontal axis,Wavelength [nm],,
Vertical axis(1),CD [mdeg],,
Vertical axis(2),HT [V],,
Vertical axis(3),Abs,,
Start,320 nm,,
End,190 nm,,
Data interval,0.1 nm,,
Data points,1301,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
  Lock-in amp.,X mode,,
  HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
  Temperature,22.11 C,,
  Control sensor,Holder,,
  Monitor sensor,Holder,,
,,,
Measurement date,9/27/22 15:36,,
,,,
CD Overload detect,947,,
Photometric mode,CD, HT, Abs
Measure range,320 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,8 msec,,
Bandwidth,2.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,100 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
No. of cycle,1-Jan,,
N2 Flowmeter,Manual,,
,,,
Solvent,NaPO4 buffer,,