TITLE,Sample_JH_CW,,
253.7,-1915.293808,210.196,0.175536
253.6,3353.389987,209.678,0.168158
253.5,1474.167325,210.556,0.180633
253.4,2342.498024,209.546,0.166287
253.3,3031.637681,211.121,0.188643
253.2,2334.641634,211.188,0.189589
253.1,-511.9619236,210.204,0.175648
253,3268.680501,210.99,0.186782
252.9,4064.483531,210.851,0.184825
252.8,754.3214756,210.655,0.182047
252.7,4541.752306,210.783,0.183862
252.6,-41.68511199,210.838,0.184632
252.5,-737.6956522,210.286,0.176807
252.4,4352.654809,211.144,0.188963
252.3,2035.8722,210.816,0.184327
252.2,2011.134387,210.967,0.186462
252.1,-38.85638999,211.067,0.187873
252,3091.523057,211.041,0.187504
251.9,766.314888,211.233,0.19023
251.8,-2052.888011,211.581,0.195147
251.7,-865.5230567,211.144,0.188963
251.6,1797.160738,210.913,0.185692
251.5,1105.640316,210.804,0.184151
251.4,722.8194993,210.975,0.186574
251.3,360.4874835,212.237,0.204402
251.2,4541.285903,211.272,0.190775
251.1,-2078.478261,211.059,0.187761
251,3845.294993,211.088,0.188178
250.9,1775.859025,211.965,0.200569
250.8,-1517.13834,210.93,0.185932
250.7,2288.176548,212.386,0.206493
250.6,-1619.916996,212.015,0.201272
250.5,2583.857708,212.168,0.203428
250.4,2190.793149,211.242,0.190358
250.3,-766.4158103,212.128,0.202869
250.2,1900.208169,211.476,0.193658
250.1,-2772.277997,211.817,0.198474
250,2291.977602,211.343,0.191784
249.9,51.84202899,211.528,0.194395
249.8,4079.769433,212.086,0.202278
249.7,-1711.86693,211.673,0.196443
249.6,-75.94334651,211.589,0.195259
249.5,5046.468643,211.675,0.196475
249.4,2470.906456,212.635,0.210002
249.3,1812.832675,212.539,0.208646
249.2,-2240.332016,211.986,0.200856
249.1,-576.6218709,212.279,0.204993
249,2052.779974,213.242,0.218535
248.9,-956.6363636,211.853,0.198986
248.8,-5247.233202,211.716,0.197051
248.7,2244.388669,211.796,0.198187
248.6,565.5520422,211.671,0.196411
248.5,2241.943347,211.429,0.193002
248.4,161.2793149,212.089,0.20231
248.3,-1573.525692,212.914,0.213921
248.2,320.4150198,212.923,0.214048
248.1,-4143.083004,212.45,0.207402
248,-1865.625823,212.617,0.209746
247.9,2338.83004,212.616,0.20973
247.8,-1861.724638,212.116,0.202694
247.7,729.3040843,213.503,0.222191
247.6,-3359.156785,213.283,0.219108
247.5,247.3926219,212.143,0.203077
247.4,-2716.620553,212.278,0.204977
247.3,-3161.12253,213.023,0.215465
247.2,-6813.068511,212.575,0.209156
247.1,-214.9486166,212.514,0.208295
247,1059.1278,213.331,0.219775
246.9,1294.959157,213.337,0.219871
246.8,454.3656126,212.527,0.208487
246.7,-7417.70751,212.264,0.204785
246.6,-2240.971146,212.62,0.209794
246.5,-1514.422925,212.362,0.206158
246.4,-4229.316206,212.301,0.205296
246.3,-1094.932806,213.987,0.228968
246.2,-3716.963636,213.374,0.220379
246.1,-5762.732543,212.484,0.207881
246,-986.3030303,213.367,0.220284
245.9,-4950.982872,213.755,0.225732
245.8,-4141.504611,212.191,0.203747
245.7,-850.3372859,214.141,0.231124
245.6,-1657.90751,213.477,0.221825
245.5,-7282.268775,213.022,0.215449
245.4,-1749.32556,213.099,0.216531
245.3,-333.8748353,213.653,0.224303
245.2,-9250.777339,213.085,0.216324
245.1,-7049.895916,213.516,0.222382
245,-2073.245059,214.359,0.234181
244.9,-4155.641634,213.592,0.223446
244.8,-7819.189723,213.658,0.224367
244.7,-5882.550725,213.706,0.225034
244.6,-549.0711462,213.605,0.223621
244.5,-5985.039526,213.578,0.223239
244.4,-6933.478261,214.222,0.232265
244.3,-8378.893281,214.136,0.231061
244.2,-6081.619236,214.51,0.236287
244.1,-8932.674572,214.631,0.23798
244,-9302.885375,213.65,0.224256
243.9,-7241.660079,214.435,0.235242
243.8,-5494.274045,213.661,0.224414
243.7,-8480.766798,213.718,0.225208
243.6,-5828.343874,214.099,0.230538
243.5,-6901.98946,214.218,0.232202
243.4,-7508.434783,214.757,0.239735
243.3,-9434.888011,214.576,0.237204
243.2,-11300.72464,215.495,0.250013
243.1,-12086.37681,214.976,0.242785
243,-11208.68248,214.394,0.234672
242.9,-4513.155468,214.433,0.235211
242.8,-10271.92358,214.533,0.236603
242.7,-11532.01581,215.462,0.249556
242.6,-13298.85375,214.461,0.235606
242.5,-15063.87352,215.106,0.244601
242.4,-9954.901186,214.543,0.236746
242.3,-13552.62187,215.966,0.256566
242.2,-15132.58235,215.751,0.253574
242.1,-13380.64559,215.358,0.248105
242,-11647.53623,215.968,0.256597
241.9,-13470.17128,215.892,0.255543
241.8,-11413.4664,216.186,0.259617
241.7,-12033.45191,217.508,0.277921
241.6,-18287.37813,216.75,0.267439
241.5,-13407.15415,216.701,0.266765
241.4,-17416.23188,216.33,0.261614
241.3,-15012.35837,216.468,0.26353
241.2,-16031.93676,216.68,0.266467
241.1,-17053.68906,216.892,0.2694
241,-20123.41238,216.763,0.267612
240.9,-16266.17918,217.185,0.27346
240.8,-18703.17523,217.419,0.276685
240.7,-19333.16206,217.225,0.274008
240.6,-16497.48353,216.861,0.268977
240.5,-17591.11989,217.103,0.272316
240.4,-17680.02635,217.637,0.279704
240.3,-18666.81159,216.986,0.270702
240.2,-23497.56258,216.703,0.26678
240.1,-22666.38999,217.949,0.284002
240,-22538.95916,217.868,0.282893
239.9,-23517.61528,218.367,0.289761
239.8,-26391.13307,217.676,0.280236
239.7,-25300.96179,218.312,0.288997
239.6,-23790.25033,217.946,0.283955
239.5,-24467.22003,218.172,0.287078
239.4,-27517.73386,219.03,0.298872
239.3,-31705.7444,218.826,0.296071
239.2,-26846.38999,219.318,0.302821
239.1,-26587.58893,218.772,0.295324
239,-27835.27009,218.725,0.294686
238.9,-27358.08959,218.442,0.29079
238.8,-28946.79842,219.403,0.303987
238.7,-32124.03162,219.804,0.309482
238.6,-33033.99209,219.735,0.308535
238.5,-33388.91963,221.509,0.33275
238.4,-34982.06851,220.022,0.312474
238.3,-31265.98155,218.961,0.297923
238.2,-36105.75758,220.45,0.318312
238.1,-37464.45323,219.761,0.308892
238,-33538.06324,220.613,0.320539
237.9,-36291.34387,220.092,0.313419
237.8,-35978.24769,220.715,0.321931
237.7,-37365.639,221.095,0.327121
237.6,-40166.17918,221.517,0.332858
237.5,-41853.30698,221.16,0.328
237.4,-42143.70224,221.596,0.333937
237.3,-45106.85112,221.256,0.329312
237.2,-43830.69829,222.259,0.342939
237.1,-42681.34387,221.384,0.331055
237,-50446.50856,222.421,0.345136
236.9,-48131.88406,221.965,0.338941
236.8,-47040.57971,223.261,0.3565
236.7,-46270.22398,222.234,0.342601
236.6,-49942.29249,221.91,0.338202
236.5,-49109.22266,223.484,0.359515
236.4,-54208.95916,223.034,0.353436
236.3,-53814.62451,223.118,0.35457
236.2,-55142.55599,223.683,0.362207
236.1,-50930.56653,224.446,0.372482
236,-58310.67194,223.001,0.352992
235.9,-60678.39262,223.924,0.365447
235.8,-59578.12912,223.833,0.364225
235.7,-55016.8643,223.802,0.363812
235.6,-58751.6469,224.279,0.37024
235.5,-49696.04743,224.768,0.376809
235.4,-55436.62714,225.351,0.384643
235.3,-63208.5639,225.105,0.381344
235.2,-59672.72727,225.007,0.38002
235.1,-60412.12121,224.959,0.379381
235,-65741.10672,225.443,0.385873
234.9,-63322.26614,224.916,0.378803
234.8,-64935.04611,226.626,0.401697
234.7,-69935.83663,226.361,0.398156
234.6,-64909.88142,226.504,0.400063
234.5,-74131.62055,226.407,0.398777
234.4,-72838.86693,227.417,0.412239
234.3,-71112.64822,227.825,0.417664
234.2,-76404.61133,227.393,0.411922
234.1,-75360.34256,227.103,0.408059
234,-78571.01449,228.009,0.420118
233.9,-77993.93939,227.91,0.418793
233.8,-80313.57049,227.72,0.416278
233.7,-84732.80632,227.467,0.412902
233.6,-79726.48221,227.87,0.418266
233.5,-80307.37813,229.902,0.445163
233.4,-86249.14361,229.064,0.434101
233.3,-85355.20422,229.593,0.441096
233.2,-82503.68906,228.622,0.42825
233.1,-84168.37945,229.474,0.439524
233,-81733.06983,229.818,0.444057
232.9,-89079.31489,230.497,0.453002
232.8,-92171.5415,230.546,0.453658
232.7,-96926.35046,230.53,0.453449
232.6,-97153.49144,230.363,0.451241
232.5,-98667.06192,231.653,0.468198
232.4,-92200.2635,231.998,0.47271
232.3,-95735.04611,232.06,0.473526
232.2,-98077.60211,231.871,0.471048
232.1,-101332.8063,232.782,0.482962
232,-102465.0856,231.903,0.471464
231.9,-105854.6772,233.285,0.489524
231.8,-102662.4506,233.301,0.489731
231.7,-104257.971,233.903,0.497563
231.6,-108567.5889,233.852,0.4969
231.5,-112484.4532,234.675,0.507599
231.4,-110024.6377,234.38,0.503762
231.3,-109903.2938,234.398,0.503997
231.2,-117017.1278,235.318,0.515921
231.1,-115192.0949,234.794,0.509141
231,-121118.7088,235.489,0.518135
230.9,-119635.4414,235.76,0.521635
230.8,-117180.5007,235.858,0.522908
230.7,-119566.4032,236.603,0.53251
230.6,-117028.5903,236.09,0.525907
230.5,-116984.3215,236.76,0.534538
230.4,-118651.1199,236.48,0.530934
230.3,-113141.2385,236.872,0.535982
230.2,-124148.6166,237.424,0.543077
230.1,-124973.2543,237.33,0.541869
230,-125186.2978,239.715,0.572388
229.9,-129347.6943,237.935,0.549635
229.8,-131267.5889,238.256,0.553744
229.7,-127967.7207,239.041,0.563787
229.6,-128781.6864,239.427,0.568719
229.5,-130243.2148,238.718,0.55966
229.4,-128458.8933,239.398,0.568343
229.3,-136386.9565,239.065,0.564091
229.2,-134526.8775,240.48,0.582122
229.1,-145849.5389,240.303,0.579874
229,-137298.2872,241.912,0.60028
228.9,-140538.7352,240.998,0.588697
228.8,-146950.7246,242.339,0.605679
228.7,-138945.3228,242.601,0.608983
228.6,-144457.5758,242.808,0.611598
228.5,-141749.4071,244.011,0.626725
228.4,-149435.1779,243.953,0.625999
228.3,-151423.0567,243.285,0.617608
228.2,-150133.2016,244.071,0.627479
228.1,-148786.2978,245.655,0.647313
228,-155063.5046,246.502,0.657882
227.9,-154245.0593,246.587,0.65894
227.8,-150016.8643,247.214,0.666732
227.7,-160703.6891,248.047,0.677063
227.6,-157921.0804,248.848,0.686974
227.5,-159857.3123,248.768,0.685993
227.4,-151669.4335,249.479,0.694763
227.3,-164404.8748,249.665,0.697053
227.2,-160933.8603,249.438,0.69426
227.1,-170476.0211,251.722,0.72232
227,-163960.3426,251.357,0.717853
226.9,-167363.8999,251.983,0.725508
226.8,-163118.8406,252.14,0.727434
226.7,-162078.5244,253.252,0.740993
226.6,-159408.6957,252.897,0.736672
226.5,-166254.2819,253.739,0.746921
226.4,-174854.6772,254.901,0.761014
226.3,-170356.5217,255.481,0.768033
226.2,-172457.1805,255.78,0.771648
226.1,-166749.6706,255.858,0.772592
226,-178427.9315,257.023,0.786629
225.9,-171250.8564,257.536,0.792798
225.8,-173379.3149,258.622,0.80581
225.7,-172446.1133,260.047,0.822829
225.6,-170768.3794,260.539,0.828682
225.5,-177484.058,260.184,0.824462
225.4,-168527.5362,260.943,0.833491
225.3,-174045.7181,261.092,0.835253
225.2,-178537.1542,262.047,0.846577
225.1,-178346.5086,263.355,0.862036
225,-171203.8208,264.348,0.873718
224.9,-182449.2754,265.277,0.884621
224.8,-180461.2648,265.786,0.890577
224.7,-182362.0553,265.452,0.886664
224.6,-185711.726,267.433,0.909801
224.5,-190538.2082,267.573,0.911422
224.4,-176789.1963,269.519,0.934001
224.3,-179660.6061,269.922,0.938649
224.2,-191890.7773,271.337,0.954959
224.1,-183913.4387,271.622,0.958241
224,-183536.1001,271.711,0.959256
223.9,-188262.8458,273.87,0.983981
223.8,-191379.5784,273.818,0.983386
223.7,-189144.5323,275.207,0.999207
223.6,-185713.0435,274.826,0.994865
223.5,-180803.2938,276.931,1.01874
223.4,-181248.6166,279.298,1.04541
223.3,-188367.9842,278.681,1.03848
223.2,-195752.7009,281.219,1.06692
223.1,-199892.4901,282.068,1.07638
223,-188391.0408,282.772,1.08421
222.9,-188192.8854,284.341,1.10161
222.8,-184474.3083,285.174,1.11081
222.7,-180623.7154,286.923,1.13006
222.6,-186635.8366,288.32,1.14537
222.5,-204787.6153,290.105,1.16483
222.4,-191001.8445,290.482,1.16893
222.3,-186767.1937,292.106,1.18653
222.2,-184030.83,292.772,1.19373
222.1,-183326.7457,295.158,1.21941
222,-184577.8656,295.276,1.22067
221.9,-191733.3333,296.627,1.23512
221.8,-185378.1291,298.95,1.25984
221.7,-186840.3162,299.676,1.26754
221.6,-213330.4348,301.488,1.28667
221.5,-184442.2925,302.115,1.29328
221.4,-180135.3096,304.38,1.31702
221.3,-189191.1726,306.034,1.33426
221.2,-191191.4361,307.671,1.35126
221.1,-201594.2029,308.727,1.36218
221,-186208.5639,311.954,1.39536
220.9,-190379.4466,312.484,1.40079
220.8,-179890.9091,315.269,1.42916
220.7,-185017.1278,316.513,1.44176
220.6,-184631.4888,318.697,1.46379
220.5,-195975.0988,319.813,1.475
220.4,-192352.4374,322.32,1.50006
220.3,-186580.2372,324.976,1.52643
220.2,-168085.112,325.731,1.53389
220.1,-172693.6759,327.656,1.55286
220,-199541.3702,331.072,1.58628
219.9,-185047.6943,331.897,1.59431
219.8,-181136.2319,334.419,1.61876
219.7,-181510.4084,336.71,1.64083
219.6,-175665.2174,337.815,1.65142
219.5,-166718.0501,340.658,1.67856
219.4,-193493.4124,342.512,1.69616
219.3,-182834.3874,344.927,1.71896
219.2,-181449.6706,346.949,1.73795
219.1,-185130.303,349.616,1.76285
219,-186479.0514,351.992,1.78491
218.9,-156022.2661,354.545,1.80846
218.8,-185985.3755,356.158,1.82328
218.7,-179434.7826,360.919,1.86667
218.6,-167336.1001,362.424,1.88029
218.5,-160803.9526,364.064,1.89507
218.4,-153360.8696,368.019,1.9305
218.3,-169871.6733,370.327,1.95102
218.2,-155487.22,372.673,1.97177
218.1,-172049.5389,376.794,2.00796
218,-165040.1845,380.289,2.0384
217.9,-157160.7378,381.08,2.04526
217.8,-154873.7813,385.523,2.08354
217.7,-139151.2516,388.521,2.10917
217.6,-153425.4282,392.591,2.14369
217.5,-139302.5033,396.041,2.17272
217.4,-141989.0646,400.401,2.20911
217.3,-105767.5889,402.844,2.22935
217.2,-151410.6719,406.801,2.26191
217.1,-114572.7273,410.585,2.29281
217,-133659.552,414.724,2.32633
216.9,-121019.6311,418.608,2.35753
216.8,-126325.2964,422.988,2.39242
216.7,-110917.7866,426.123,2.41721
216.6,-136686.5613,430.132,2.44869
216.5,-95563.24111,433.463,2.47466
216.4,-123242.556,436.19,2.49579
216.3,-108480.5007,440.514,2.52907
216.2,-107544.664,444.743,2.56135
216.1,-103879.1831,447.55,2.58264
216,-108347.6943,452.127,2.61711
215.9,-103993.2806,454.427,2.63432
215.8,-129841.7655,460.576,2.67997
215.7,-125805.1383,462.905,2.69712
215.6,-103563.1094,467.322,2.72947
215.5,-88257.1805,471.488,2.75973
215.4,-108405.0066,475.446,2.78828
215.3,-72057.1805,480.732,2.82609
215.2,-68405.7971,484.201,2.85071
215.1,-60005.5336,488.809,2.88319
215,-76249.47299,489.847,2.89047
214.9,-73521.60738,495.205,2.92784
214.8,-87283.25428,498.734,2.95228
214.7,-64532.67457,503.445,2.98466
214.6,-68653.22793,509.317,3.02467
214.5,-61457.72069,513.443,3.05255
214.4,-71429.51252,517.407,3.07916
214.3,-53124.69038,521.419,3.10591
214.2,-67994.99341,525.684,3.13416
214.1,-72711.62055,530.56,3.16622
214,-83052.70092,533.934,3.18826
213.9,-47277.99736,538.624,3.2187
213.8,-40263.14888,544.004,3.25334
213.7,-59800.79051,549.423,3.28794
213.6,-64575.8498,552.581,3.30797
213.5,-38225.15152,558.167,3.34316
213.4,-34023.24769,562.164,3.36816
213.3,-65311.62055,566.93,3.39778
213.2,-52301.30435,571.124,3.42366
213.1,-32952.62187,575.573,3.45095
213,-64209.74967,579.315,3.47375
212.9,-55305.52174,583.404,3.49853
212.8,-61409.65744,588.036,3.52643
212.7,-30561.93676,593.766,3.56067
212.6,-57552.04216,598.118,3.5865
212.5,-51396.75889,602.463,3.61213
212.4,-38108.33992,608.041,3.64479
212.3,-18829.25428,613.862,3.67861
212.2,-36489.36759,617.352,3.69875
212.1,-18410.01318,624.327,3.73873
212,-7086.192358,628.356,3.76165
211.9,3351.923584,633.121,3.78859
211.8,-19935.96838,639.714,3.82558
211.7,-51647.56258,644.271,3.85097
211.6,-34402.56917,648.409,3.87388
211.5,-27901.49671,653.107,3.89975
211.4,-24584.84848,657.511,3.92385
211.3,-24197.62846,661.42,3.94513
211.2,-7890.079051,665.124,3.96519
211.1,-34525.24506,670.188,3.99247
211,-40788.93281,673.026,4.00768
210.9,-31028.64295,677.825,4.03328
210.8,-25656.7141,682.607,4.05863
210.7,-12621.98946,687.408,4.08393
210.6,-43997.24638,690.782,4.10163
210.5,-27561.89723,695.524,4.12637
210.4,-46744.61133,700.602,4.1527
210.3,-21048.37945,702.534,4.16267
210.2,-19232.46377,707.487,4.18814
210.1,-9067.220026,711.955,4.21099
210,-18105.55599,715.732,4.2302
209.9,-44478.73518,719.312,4.24834
209.8,-26842.47694,724.189,4.27292
209.7,6153.359684,727.739,4.29072
209.6,-14013.92622,733.24,4.31816
209.5,-12382.62187,737.186,4.33774
209.4,-29759.50725,740.428,4.35375
209.3,-15696.37681,743.878,4.37073
209.2,-28161.97628,747.346,4.38773
209.1,-9787.214756,751.349,4.40727
209,-12117.79447,753.05,4.41555
208.9,-9685.309618,756.648,4.433
208.8,-679.828722,760.208,4.45019
208.7,7145.111989,762.01,4.45888
208.6,-28009.61792,765.242,4.4744
208.5,-23045.71805,766.86,4.48215
208.4,-31568.7747,769.365,4.49412
208.3,132.9380764,771.891,4.50615
208.2,-31993.76812,774.963,4.52075
208.1,-24098.68248,778.008,4.53517
208,-7064.401845,781.215,4.55029
207.9,23185.38076,782.406,4.5559
207.8,-31728.87879,785.61,4.57095
207.7,-29204.61133,788.673,4.58528
207.6,21197.94466,789.56,4.58942
207.5,-12432.38999,791.793,4.59983
207.4,3064.901186,791.934,4.60049
207.3,-10326.21871,794.158,4.61083
207.2,-15723.21476,795.675,4.61787
207.1,-27203.33333,797.55,4.62655
207,22337.07642,798.662,4.63169
206.9,-39084.05797,798.785,4.63227
206.8,-26488.28722,800.935,4.64219
206.7,10528.01054,802.469,4.64925
206.6,-10095.82345,803.713,4.65498
206.5,12255.88538,803.828,4.6555
206.4,-21200.32938,804.874,4.66031
206.3,4824.729908,804.629,4.65918
206.2,-9509.103557,807.032,4.67021
206.1,-8566.785244,808.094,4.67507
206,-32188.23715,807.308,4.67147
205.9,2083.105402,810.473,4.68594
205.8,-12191.04084,809.649,4.68218
205.7,-6485.388669,810.755,4.68723
205.6,-17519.14361,811.223,4.68936
205.5,-1073.083004,810.374,4.68549
205.4,-9479.680105,811.215,4.68933
205.3,-12373.91173,812.303,4.69428
205.2,-29449.47299,813.682,4.70056
205.1,-30077.2859,813.542,4.69993
205,6928.181818,812.99,4.69741
204.9,15025.49407,813.067,4.69776
204.8,17799.80237,813.953,4.70179
204.7,-43248.52437,815.095,4.70698
204.6,-1561.251647,816.05,4.71132
204.5,14148.4585,814.293,4.70334
204.4,13920.47431,814.785,4.70558
204.3,-20665.70487,815.066,4.70685
204.2,-23890.40843,814.734,4.70534
204.1,-21095.75758,815.47,4.70868
204,4627.99473,815.252,4.7077
203.9,28852.26614,815.255,4.70771
203.8,-18315.5336,814.869,4.70596
203.7,1837.918314,816.723,4.71437
203.6,-4689.920949,816.442,4.7131
203.5,-5684.334651,817.591,4.7183
203.4,24811.278,818.353,4.72176
203.3,-22632.47563,818.31,4.72156
203.2,26665.11199,817.008,4.71566
203.1,21487.05402,820.8,4.73281
203,-249.1567852,819.968,4.72906
202.9,7081.482213,820.835,4.73297
202.8,52310.2635,819.511,4.72699
202.7,-14028.57708,820.241,4.73029
202.6,-3982.254282,821.499,4.73597
202.5,131.5810277,821.497,4.73596
202.4,-5446.403162,822.941,4.74247
202.3,-15446.35046,824.109,4.74773
202.2,-3621.241107,824.447,4.74925
202.1,18827.85244,825.182,4.75256
202,31263.45191,827.103,4.76118
201.9,-8890.197628,829.222,4.77067
201.8,13052.79315,830.083,4.77452
201.7,4582.59552,831.899,4.78264
201.6,24335.88933,833.248,4.78865
201.5,14857.08827,834.938,4.79618
201.4,2275.43083,837.474,4.80745
201.3,19139.97365,839.675,4.8172
201.2,7438.708827,841.121,4.8236
201.1,-20555.76943,843.199,4.83278
201,2788.537549,845.725,4.8439
200.9,19098.78788,848.115,4.85441
200.8,30015.7971,850.65,4.86552
200.7,14930.07905,852.809,4.87497
200.6,33523.66271,856.666,4.89178
200.5,-14489.90777,859.837,4.90556
200.4,6953.790514,863.056,4.91951
200.3,-14536.73254,865.423,4.92973
200.2,14221.06719,870.075,4.94975
200.1,3428.747036,874.848,4.9702
200,-13860.98814,877.732,4.98251
199.9,-6909.749671,882.637,5.00337
199.8,12092.77997,887.212,5.02273
199.7,12368.8274,890.369,5.03604
199.6,14528.82609,895.189,5.05629
199.5,-7995.065876,899.038,5.07239
199.4,-9198.737813,903.042,5.08908
199.3,3211.515152,908.063,5.10991
199.2,6911.264822,911.909,5.1258
199.1,-26002.23979,917.497,5.14879
199,10367.54018,923.78,5.17449
198.9,12101.68116,928.229,5.19261
198.8,-6743.003953,935.868,5.22353
198.7,41379.68379,941.945,5.24797
198.6,8831.212121,949.319,5.27745
198.5,-6268.731225,954.845,5.29942
198.4,6253.267457,962.449,5.32946
198.3,27.02898551,968.155,5.35187
198.2,-16754.83531,974.24,5.37565
198.1,41766.44269,980.941,5.40168
198,-701.6205534,985.966,5.4211
197.9,22024.84848,994.079,5.45228
197.8,10646.73254,999.869,5.4744
197.7,-8769.512516,1005.27,5.49493
197.6,1293.096179,1012.08,5.52068
197.5,-10953.95744,1018.93,5.54644
197.4,5406.811594,1023.03,5.5618
197.3,17513.57049,1030.84,5.59088
197.2,25884.57181,1036.77,5.61283
197.1,28553.65481,1041.73,5.63112
197,28362.25296,1049.75,5.66051
196.9,-46593.0303,1054.56,5.67807
196.8,-43451.21212,1060.99,5.7014
196.7,26311.3834,1065.25,5.71678
196.6,26301.67457,1069.26,5.73125
196.5,-17049.42029,1071.26,5.73844
196.4,-31329.97365,1073.33,5.74584
196.3,-14535.05929,1075.08,5.75213
196.2,4337.786561,1075.56,5.75385
196.1,2897.022398,1075.97,5.75531
196,-4275.177866,1073.5,5.74645
195.9,-1525.625823,1076.73,5.75803
195.8,35500.71146,1076.52,5.75727
195.7,-48346.64032,1076.3,5.75647
195.6,-27056.77207,1074.39,5.74966
195.5,6749.306983,1077.34,5.76021
195.4,-245.4545455,1076.66,5.75778
195.3,27247.91831,1074.3,5.74932
195.2,-11458.20817,1076.21,5.75617
195.1,30027.29908,1076.02,5.7555
195,57108.64295,1075.23,5.75264
194.9,31963.75626,1075.74,5.75447
194.8,13156.9697,1074.89,5.75144
194.7,25070.50066,1076.17,5.75601
194.6,15102.01581,1075.87,5.75494
194.5,-12575.08564,1076.58,5.75749
194.4,4740.55336,1076.44,5.75699
194.3,-45152.7141,1075.45,5.75343
194.2,30572.7668,1076.42,5.75691
194.1,6240.803689,1076.72,5.75797
194,-3861.963109,1075.86,5.7549
193.9,16504.63768,1076.49,5.75714
193.8,-16569.09091,1076.32,5.75654
193.7,-13776.03953,1076.43,5.75695
193.6,5153.952569,1077.71,5.76153
193.5,-1343.267457,1075.6,5.75397
193.4,3556.706192,1076.67,5.75782
193.3,-14846.81159,1076.84,5.7584
193.2,-5539.85112,1076.31,5.7565
193.1,-4894.611331,1076.88,5.75857
193,10125.20422,1076.27,5.75639
192.9,-22265.66535,1076.86,5.75847
192.8,-14773.72859,1077.65,5.76131
192.7,26717.36495,1076.59,5.75752
192.6,-4729.69697,1076.94,5.75878
192.5,11169.46245,1076.41,5.75687
192.4,-16770.40843,1077.27,5.75995
192.3,14587.49275,1077.03,5.75908
192.2,-24309.56522,1077.33,5.76017
192.1,2807.918314,1076.07,5.75564
192,16999.96047,1076.68,5.75786
191.9,5246.173913,1077.37,5.76032
191.8,-10862.49012,1077.25,5.75988
191.7,22987.2859,1077.42,5.76047
191.6,19475.88933,1077.17,5.7596
191.5,18830.31621,1077.16,5.75957
191.4,20073.87352,1076.84,5.75841
191.3,36683.04348,1077.76,5.76171
191.2,-2889.920949,1077,5.759
191.1,54166.28458,1077.97,5.76244
191,-16617.52306,1076.74,5.75806
190.9,6313.220026,1076.06,5.75561
190.8,-19524.29513,1076.6,5.75754
190.7,24011.4137,1076.36,5.75671
190.6,28808.12912,1077.39,5.76036
190.5,-44923.59684,1077.82,5.76191
190.4,-10971.1726,1077.02,5.75905
190.3,-25885.42819,1077.45,5.76057
190.2,1164.57444,1077.04,5.75913
190.1,1372.56917,1076.13,5.75586
190,-9874.888011,1076.99,5.75895
,,,
##### Extended Information,,,
[Comments],,,
Sample name,Sample_JH_CW,,
Comment,,,
User,ScharfMinor,,
Division,,,
Company,Saint Mary's College,,
,,,
[Detailed Information],,,
Creation date,9/27/22 15:51,,
,,,
Data array type,Linear data array * 3,,
Horizontal axis,Wavelength [nm],,
Vertical axis(1),CD [mdeg],,
Vertical axis(2),HT [V],,
Vertical axis(3),Abs,,
Start,320 nm,,
End,190 nm,,
Data interval,0.1 nm,,
Data points,1301,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
  Lock-in amp.,X mode,,
  HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
  Temperature,22.10 C,,
  Control sensor,Holder,,
  Monitor sensor,Holder,,
,,,
Measurement date,9/27/22 15:51,,
,,,
CD Overload detect,947,,
Photometric mode,CD, HT, Abs
Measure range,320 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,8 msec,,
Bandwidth,2.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,100 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
No. of cycle,1-Jan,,
N2 Flowmeter,Manual,,
,,,
Solvent,NaPO4 buffer,,